Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Impact of geostatistical nonstationarity on convolutional neural network predictions,Computational Geosciences,,,,10.1007/s10596-022-10181-3,Lei LiuMaša ProdanovićMichael J. Pyrcz,2022,https://link.springer.com/article/10.1007/s10596-022-10181-3,Article
Prediction of permeability of porous media using optimized convolutional neural networks,Computational Geosciences,,,,10.1007/s10596-022-10177-z,Eliaquim M. RamosMarcio R. BorgesGilson A. GiraldiBruno SchulzeFelipe Bernardo,2022,https://link.springer.com/article/10.1007/s10596-022-10177-z,Article
Lithology identification in carbonate thin section images of the Brazilian pre-salt reservoirs by the computational vision and deep learning,Computational Geosciences,,,,10.1007/s10596-022-10168-0,E. L. FariaJuliana. M. CoelhoThais F. MatosBernardo C. C. SantosWillian A. TrevizanJ. L. GonzalezClécio R. BomMárcio P. de AlbuquerqueMarcelo P. de Albuquerque,2022,https://link.springer.com/article/10.1007/s10596-022-10168-0,Article
Coastline matching via a graph-based approach,Computational Geosciences,,,,10.1007/s10596-022-10175-1,Costas PanagiotakisSmaragda MarkakiEleni KokinouHarris Papadakis,2022,https://link.springer.com/article/10.1007/s10596-022-10175-1,Article
Design of optimal operational parameters for steam-alternating-solvent processes in heterogeneous reservoirs – A multi-objective optimization approach,Computational Geosciences,,,,10.1007/s10596-022-10170-6,Israel Mayo-MolinaZhiwei MaJuliana Y. Leung,2022,https://link.springer.com/article/10.1007/s10596-022-10170-6,Article
Numerical simulation of crack propagation and coalescence in rock materials by the peridynamic method based on strain energy density theory,Computational Geosciences,,,,10.1007/s10596-022-10172-4,Pengfei MaShuchen LiXiuwei WangChao YuanJinglong LiFuming Zhang,2022,https://link.springer.com/article/10.1007/s10596-022-10172-4,Article
The traveling wavefront for foam flow in two-layer porous media,Computational Geosciences,,,,10.1007/s10596-022-10169-z,A. J. Castrillón VásquezL. F. LozanoW. S. PereiraJ. B. CedroG. Chapiro,2022,https://link.springer.com/article/10.1007/s10596-022-10169-z,Article
TOUGH3-FLAC3D: a modeling approach for parallel computing of fluid flow and geomechanics,Computational Geosciences,,,,10.1007/s10596-022-10176-0,Antonio P. RinaldiJonny RutqvistKeurfon LuuLaura Blanco-MartínMengsu HuManuel L. SentísLeandra EberlePhilipp Kaestli,2022,https://link.springer.com/article/10.1007/s10596-022-10176-0,Article
An approximate cut-cell discretization technique for flow in fractured porous media,Computational Geosciences,,,,10.1007/s10596-022-10173-3,Mohammad Karimi-Fard,2022,https://link.springer.com/article/10.1007/s10596-022-10173-3,Article
Rock thin sections identification under harsh conditions across regions based on online transfer method,Computational Geosciences,,,,10.1007/s10596-022-10174-2,Biao WangGuoqing HanHe MaLiying ZhuXingyuan LiangXin Lu,2022,https://link.springer.com/article/10.1007/s10596-022-10174-2,Article
An adaptive discontinuous Galerkin method for the Darcy system in fractured porous media,Computational Geosciences,,,,10.1007/s10596-022-10171-5,Lina ZhaoEric Chung,2022,https://link.springer.com/article/10.1007/s10596-022-10171-5,Article
Benchmark study for the simulation of Underground Hydrogen Storage operations,Computational Geosciences,,,,10.1007/s10596-022-10163-5,Sebastian HogewegGion StrobelBirger Hagemann,2022,https://link.springer.com/article/10.1007/s10596-022-10163-5,Article
Special issue: selected contributions from the 17th European Conference on the Mathematics of Oil Recovery (ECMOR XVII),Computational Geosciences,,,,10.1007/s10596-022-10166-2,Ahmed H. ElsheikhHadi HajibeygiRalf Schulze-RiegertArne SkorstadTaoufik Ait-Ettajer,2022,https://link.springer.com/article/10.1007/s10596-022-10166-2,Article
Covariogram ranges for approximate global sensitivity analysis,Computational Geosciences,,,,10.1007/s10596-022-10167-1,Di YangYupeng LiClayton V. Deutsch,2022,https://link.springer.com/article/10.1007/s10596-022-10167-1,Article
A DEIM driven reduced basis method for the diffuse Stokes/Darcy model coupled at parametric phase-field interfaces,Computational Geosciences,,,,10.1007/s10596-022-10164-4,Stein K.F. StoterEtienne JessenViktor NiedensDominik Schillinger,2022,https://link.springer.com/article/10.1007/s10596-022-10164-4,Article
Well testing of radial jet drilling wells in geothermal reservoirs,Computational Geosciences,,,,10.1007/s10596-022-10162-6,Paul EgbertsElisabeth Peters,2022,https://link.springer.com/article/10.1007/s10596-022-10162-6,Article
Evaluating the impact of increasing temperatures on changes in Soil Organic Carbon stocks: sensitivity analysis and non-standard discrete approximation,Computational Geosciences,,,,10.1007/s10596-022-10165-3,Fasma DieleIlenia LuisoCarmela MarangiAngela MartiradonnaEdyta Woźniak,2022,https://link.springer.com/article/10.1007/s10596-022-10165-3,Article
Gas-oil gravity drainage mechanism in fractured oil reservoirs: surrogate model development and sensitivity analysis,Computational Geosciences,,,,10.1007/s10596-022-10161-7,Mohammad MadaniMarzieh Alipour,2022,https://link.springer.com/article/10.1007/s10596-022-10161-7,Article
On several numerical strategies to solve Richards’ equation in heterogeneous media with finite volumes,Computational Geosciences,,,,10.1007/s10596-022-10150-w,Sabrina BassettoClément CancèsGuillaume EnchéryQuang-Huy Tran,2022,https://link.springer.com/article/10.1007/s10596-022-10150-w,Article
An intelligent multi-fidelity surrogate-assisted multi-objective reservoir production optimization method based on transfer stacking,Computational Geosciences,,,,10.1007/s10596-022-10160-8,Lian WangYuedong YaoLiang ZhangCaspar Daniel AdenutsiGuoxiang ZhaoFengpeng Lai,2022,https://link.springer.com/article/10.1007/s10596-022-10160-8,Article
3D reconstruction of porous media using a batch normalized variational auto-encoder,Computational Geosciences,,,,10.1007/s10596-022-10159-1,Ting ZhangYi YangAnqin Zhang,2022,https://link.springer.com/article/10.1007/s10596-022-10159-1,Article
Inclusion of variable characteristic length in microemulsion flash calculations,Computational Geosciences,,,,10.1007/s10596-022-10158-2,Daulet MagzymovRussell T. Johns,2022,https://link.springer.com/article/10.1007/s10596-022-10158-2,Article
Upscaling of two-phase discrete fracture simulations using a convolutional neural network,Computational Geosciences,,,,10.1007/s10596-022-10149-3,Nikolai Andrianov,2022,https://link.springer.com/article/10.1007/s10596-022-10149-3,Article
Conditioning geological surfaces to horizontal wells,Computational Geosciences,,,,10.1007/s10596-022-10154-6,Ariel Almendral VázquezPål DahlePetter AbrahamsenAudun Sektnan,2022,https://link.springer.com/article/10.1007/s10596-022-10154-6,Article
Determination of Two-phase Relative Permeability from a Displacement with Safman-Rayleigh Instability Using a Coarse-Scale Model History Matching Approach,Computational Geosciences,,,,10.1007/s10596-022-10157-3,Usman H. TauraPedram MahzariMehran SohrabiYahya Al-WahaibiSayyed Amir Farzaneh,2022,https://link.springer.com/article/10.1007/s10596-022-10157-3,Article
Use of low-fidelity models with machine-learning error correction for well placement optimization,Computational Geosciences,,,,10.1007/s10596-022-10153-7,Haoyu TangLouis J. Durlofsky,2022,https://link.springer.com/article/10.1007/s10596-022-10153-7,Article
Investigation of thermal-hydro-mechanical coupled fracture propagation considering rock damage,Computational Geosciences,,,,10.1007/s10596-022-10155-5,Kaituo JiaoDongxu HanDaobing WangYujie ChenJingfa LiLiang GongBofeng BaiBo Yu,2022,https://link.springer.com/article/10.1007/s10596-022-10155-5,Article
Numerical effects on the simulation of surfactant flooding for enhanced oil recovery,Computational Geosciences,,,,10.1007/s10596-022-10156-4,Olaitan AkinyeleKarl D. Stephen,2022,https://link.springer.com/article/10.1007/s10596-022-10156-4,Article
Application of machine learning to characterize gas hydrate reservoirs in Mackenzie Delta (Canada) and on the Alaska north slope (USA),Computational Geosciences,,,,10.1007/s10596-022-10151-9,Leebyn ChongHarpreet SinghC. Gabriel CreasonYongkoo SeolEvgeniy M. Myshakin,2022,https://link.springer.com/article/10.1007/s10596-022-10151-9,Article
Physics-constrained deep learning forecasting: an application with capacitance resistive model,Computational Geosciences,,,,10.1007/s10596-022-10146-6,Abderrahmane YewgatDaniel BusbyMax ChevalierCorentin LapeyreOlivier Teste,2022,https://link.springer.com/article/10.1007/s10596-022-10146-6,Article
Automatic reconstruction method of 3D geological models based on deep convolutional generative adversarial networks,Computational Geosciences,,,,10.1007/s10596-022-10152-8,Zixiao YangQiyu ChenZhesi CuiGang LiuShaoqun DongYiping Tian,2022,https://link.springer.com/article/10.1007/s10596-022-10152-8,Article
Model-based characterization of permeability damage control through inhibitor injection under parametric uncertainty,Computational Geosciences,,,,10.1007/s10596-022-10148-4,Ayisha MahmudovaIacopo BorsiGiovanni Michele Porta,2022,https://link.springer.com/article/10.1007/s10596-022-10148-4,Article
Sequential design strategy for kriging and cokriging-based machine learning in the context of reservoir history-matching,Computational Geosciences,,,,10.1007/s10596-022-10147-5,A. ThenonV. GervaisM. Le Ravalec,2022,https://link.springer.com/article/10.1007/s10596-022-10147-5,Article
Global implicit solver for multiphase multicomponent flow in porous media with multiple gas components and general reactions,Computational Geosciences,,,,10.1007/s10596-022-10140-y,Markus M. KnodelSerge KräutlePeter Knabner,2022,https://link.springer.com/article/10.1007/s10596-022-10140-y,Article
Data-driven discovery of governing equations for transient heat transfer analysis,Computational Geosciences,,,,10.1007/s10596-022-10145-7,Guodong JinHuilin XingRongxin ZhangZhiwei GuoJunbiao Liu,2022,https://link.springer.com/article/10.1007/s10596-022-10145-7,Article
Automated porosity estimation using CT-scans of extracted core data,Computational Geosciences,,,,10.1007/s10596-022-10143-9,Kurdistan ChawshinCarl Fredrik BergDamiano VaragnoloOlivier Lopez,2022,https://link.springer.com/article/10.1007/s10596-022-10143-9,Article
Comparison study of phase-field and level-set method for three-phase systems including two minerals,Computational Geosciences,,,,10.1007/s10596-022-10142-w,Mathis KelmStephan GärttnerCarina BringedalBernd FlemischPeter KnabnerNadja Ray,2022,https://link.springer.com/article/10.1007/s10596-022-10142-w,Article
RockGPT: reconstructing three-dimensional digital rocks from single two-dimensional slice with deep learning,Computational Geosciences,,,,10.1007/s10596-022-10144-8,Qiang ZhengDongxiao Zhang,2022,https://link.springer.com/article/10.1007/s10596-022-10144-8,Article
Mapping natural fracture networks using geomechanical inferences from machine learning approaches,Computational Geosciences,,,,10.1007/s10596-022-10139-5,Akshat ChandnaSanjay Srinivasan,2022,https://link.springer.com/article/10.1007/s10596-022-10139-5,Article
Data assimilation with soft constraints (DASC) through a generalized iterative ensemble smoother,Computational Geosciences,,,,10.1007/s10596-022-10137-7,Xiaodong LuoWilliam C. Cruz,2022,https://link.springer.com/article/10.1007/s10596-022-10137-7,Article
GPU implementation of Explicit and Implicit Eulerian methods with TVD schemes for solving 2D solute transport in heterogeneous flows,Computational Geosciences,,,,10.1007/s10596-022-10136-8,Lucas BessonePablo GamazoMarco DentzMario StortiJulián Ramos,2022,https://link.springer.com/article/10.1007/s10596-022-10136-8,Article
A multi-timestep Dirichlet-Neumann domain decomposition method applied to the polymer injection in porous media,Computational Geosciences,,,,10.1007/s10596-022-10128-8,Rodrigo S. TavaresRenatha B. SantosSidarta A. LimaAdriano dos SantosViviane Klein,2022,https://link.springer.com/article/10.1007/s10596-022-10128-8,Article
A comparison of nonlinear extensions to the ensemble Kalman filter,Computational Geosciences,,,,10.1007/s10596-022-10141-x,Ian Grooms,2022,https://link.springer.com/article/10.1007/s10596-022-10141-x,Article
Direct simulation <i>vs</i> subgrid scale modelling of fluid flow in fractured or fracturing porous media,Computational Geosciences,,,,10.1007/s10596-022-10138-6,T. HagemanR. de Borst,2022,https://link.springer.com/article/10.1007/s10596-022-10138-6,Article
Dynamic PVT model for CO2-EOR black-oil simulations,Computational Geosciences,,,,10.1007/s10596-022-10133-x,Tor Harald SandveOve SævareidIvar Aavatsmark,2022,https://link.springer.com/article/10.1007/s10596-022-10133-x,Article
Towards HPC simulations of billion-cell reservoirs by multiscale mixed methods,Computational Geosciences,,,,10.1007/s10596-022-10131-z,Alfredo JaramilloRafael T. GuiraldelloStevens PazRoberto F. AusasFabricio S. SousaFelipe PereiraGustavo C. Buscaglia,2022,https://link.springer.com/article/10.1007/s10596-022-10131-z,Article
An adaptive moment estimation framework for well placement optimization,Computational Geosciences,,,,10.1007/s10596-022-10135-9,Yazan ArouriMohammad Sayyafzadeh,2022,https://link.springer.com/article/10.1007/s10596-022-10135-9,Article
"Huff-n-Puff (HNP) design for shale reservoirs using local dual-porosity, dual-permeability compositional simulation",Computational Geosciences,,,,10.1007/s10596-022-10134-w,Hamidreza HamdiChristopher R. ClarksonAli EsmailMario Costa Sousa,2022,https://link.springer.com/article/10.1007/s10596-022-10134-w,Article
Estimation of the chance of success of a four-dimensional seismic project for a developed oil field,Computational Geosciences,,,,10.1007/s10596-022-10129-7,A.T.F.S. GasparS.M.G. SantosC.J. FerreiraA. DavolioD.J. Schiozer,2022,https://link.springer.com/article/10.1007/s10596-022-10129-7,Article
Iterative multilevel assimilation of inverted seismic data,Computational Geosciences,,,,10.1007/s10596-021-10125-3,Mohammad NezhadaliTuhin BhaktaKristian FossumTrond Mannseth,2022,https://link.springer.com/article/10.1007/s10596-021-10125-3,Article
Derivative-free trust region optimization for robust well control under geological uncertainty,Computational Geosciences,,,,10.1007/s10596-022-10132-y,Thiago L. SilvaMathias C. BelloutCaio GiulianiEduardo CamponogaraAlexey Pavlov,2022,https://link.springer.com/article/10.1007/s10596-022-10132-y,Article
Acknowledgement for reviewers for 2021,Computational Geosciences,,,,10.1007/s10596-022-10127-9,Clint N. DawsonMary F. WheelerIvan Yotov,2022,https://link.springer.com/article/10.1007/s10596-022-10127-9,Article
An active learning approach for improving the performance of equilibrium based chemical simulations,Computational Geosciences,,,,10.1007/s10596-022-10130-0,Mary SavinoCéline Lévy-LeducMarc LeconteBenoit Cochepin,2022,https://link.springer.com/article/10.1007/s10596-022-10130-0,Article
An innovative geostatistical sediment trend analysis using geochemical data to highlight sediment sources and transport,Computational Geosciences,,,,10.1007/s10596-021-10123-5,Noémie BauxAnne MuratEmmanuel PoizotYann MéarGwendoline GregoireSandric LesourdJean-Claude Dauvin,2022,https://link.springer.com/article/10.1007/s10596-021-10123-5,Article
Comparison of dissolution in a calcite fracture by isothermal and non-isothermal models,Computational Geosciences,,,,10.1007/s10596-021-10115-5,Maryamossadat Rohani YazdiAli Mohebbi,2022,https://link.springer.com/article/10.1007/s10596-021-10115-5,Article
Convergence of single rate and multirate undrained split iterative schemes for a fractured biot model,Computational Geosciences,,,,10.1007/s10596-021-10119-1,T. AlmaniK. Kumar,2022,https://link.springer.com/article/10.1007/s10596-021-10119-1,Article
Accelerated reactive transport simulations in heterogeneous porous media using Reaktoro and Firedrake,Computational Geosciences,,,,10.1007/s10596-021-10126-2,Svetlana KyasDiego VolpattoMartin O. SaarAllan M. M. Leal,2022,https://link.springer.com/article/10.1007/s10596-021-10126-2,Article
Simulation of flow in deformable fractures using a quasi-Newton based partitioned coupling approach,Computational Geosciences,,,,10.1007/s10596-021-10120-8,Patrick SchmidtAlexander JaustHolger SteebMiriam Schulte,2022,https://link.springer.com/article/10.1007/s10596-021-10120-8,Article
A new finite volume scheme with gradient transfer method for solving diffusion problems on the distorted hexahedral meshes,Computational Geosciences,,,,10.1007/s10596-021-10124-4,Kejia PanJin LiXiaoxin WuGuangwei YuanXiaoqiang Yue,2022,https://link.springer.com/article/10.1007/s10596-021-10124-4,Article
Application of diffuse source basis functions for improved near well upscaling,Computational Geosciences,,,,10.1007/s10596-021-10117-3,Ching-Hsien LiuKrishna NunnaMichael J. King,2022,https://link.springer.com/article/10.1007/s10596-021-10117-3,Article
A virtual element method for the two-phase flow of immiscible fluids in porous media,Computational Geosciences,,,,10.1007/s10596-021-10116-4,Stefano BerroneMartina Busetto,2022,https://link.springer.com/article/10.1007/s10596-021-10116-4,Article
Python package for 3D joint hypocenter-velocity inversion on tetrahedral meshes: Parallel implementation and practical considerations,Computational Geosciences,,,,10.1007/s10596-021-10122-6,Maher NasrBernard GirouxJ. Christian Dupuis,2022,https://link.springer.com/article/10.1007/s10596-021-10122-6,Article
An inverse problem in an elastic domain with a crack : a fictitious domain approach,Computational Geosciences,,,,10.1007/s10596-021-10121-7,Oliver BodartValérie CayolFarshid DabaghiJonas Koko,2022,https://link.springer.com/article/10.1007/s10596-021-10121-7,Article
Seismic inversion with deep learning,Computational Geosciences,,,,10.1007/s10596-021-10118-2,Silvia L. PinteaSiddharth SharmaFemke C. VossepoelJan C. van GemertMarco LoogDirk J. Verschuur,2021,https://link.springer.com/article/10.1007/s10596-021-10118-2,Article
Randomized maximum likelihood based posterior sampling,Computational Geosciences,,,,10.1007/s10596-021-10100-y,Yuming BaJana de WiljesDean S. OliverSebastian Reich,2021,https://link.springer.com/article/10.1007/s10596-021-10100-y,Article
A one-dimensional local discontinuous Galerkin Richards’ equation solution with dual-time stepping,Computational Geosciences,,,,10.1007/s10596-021-10098-3,Yilong XiaoEthan J. KubatkoColton J. Conroy,2021,https://link.springer.com/article/10.1007/s10596-021-10098-3,Article
Sequential implicit vertex approximate gradient discretization of incompressible two-phase Darcy flows with discontinuous capillary pressure,Computational Geosciences,,,,10.1007/s10596-021-10113-7,K. BrennerN. ChorfiR. Masson,2021,https://link.springer.com/article/10.1007/s10596-021-10113-7,Article
Application of an improved P(<i>m</i>)-SOR iteration method for flow in partially saturated soils,Computational Geosciences,,,,10.1007/s10596-021-10114-6,S. R. ZhuL. Z. WuJ. Huang,2021,https://link.springer.com/article/10.1007/s10596-021-10114-6,Article
Robust phase algorithms for estimating apparent slowness vectors of seismic waves from regional events,Computational Geosciences,,,,10.1007/s10596-021-10105-7,A. V. VarypaevA. F. Kushnir,2021,https://link.springer.com/article/10.1007/s10596-021-10105-7,Article
Capillary hysteresis and gravity segregation in two phase flow through porous media,Computational Geosciences,,,,10.1007/s10596-021-10106-6,K. MitraC. J. van Duijn,2021,https://link.springer.com/article/10.1007/s10596-021-10106-6,Article
Latent-space inversion (LSI): a deep learning framework for inverse mapping of subsurface flow data,Computational Geosciences,,,,10.1007/s10596-021-10104-8,Syamil Mohd RazakAnyue JiangBehnam Jafarpour,2021,https://link.springer.com/article/10.1007/s10596-021-10104-8,Article
A stable space-time FE method for the shallow water equations,Computational Geosciences,,,,10.1007/s10596-021-10108-4,Eirik ValsethClint Dawson,2021,https://link.springer.com/article/10.1007/s10596-021-10108-4,Article
Efficient adjoint-based well-placement optimization using flow diagnostics proxies,Computational Geosciences,,,,10.1007/s10596-021-10111-9,Stein KrogstadHalvor Møll Nilsen,2021,https://link.springer.com/article/10.1007/s10596-021-10111-9,Article
Conditioning generative adversarial networks on nonlinear data for subsurface flow model calibration and uncertainty quantification,Computational Geosciences,,,,10.1007/s10596-021-10112-8,Syamil Mohd RazakBehnam Jafarpour,2021,https://link.springer.com/article/10.1007/s10596-021-10112-8,Article
"Compositional effects in thermal, compositional and reactive simulation",Computational Geosciences,,,,10.1007/s10596-021-10103-9,Matthias A. CremonMargot G. Gerritsen,2021,https://link.springer.com/article/10.1007/s10596-021-10103-9,Article
"Support-vector regression accelerated well location optimization: algorithm, validation, and field testing",Computational Geosciences,,,,10.1007/s10596-021-10102-w,Faruk O. AlpakVivek Jain,2021,https://link.springer.com/article/10.1007/s10596-021-10102-w,Article
Performance studies of the fixed stress split algorithm for immiscible two-phase flow coupled with linear poromechanics,Computational Geosciences,,,,10.1007/s10596-021-10110-w,Saumik DanaMohamad JammoulMary F. Wheeler,2021,https://link.springer.com/article/10.1007/s10596-021-10110-w,Article
Acceleration of thermodynamic computations in fluid flow applications,Computational Geosciences,,,,10.1007/s10596-021-10107-5,Soham ShethMohammad Reza HeidariKieran NeylonJames BennettFrançois McKee,2021,https://link.springer.com/article/10.1007/s10596-021-10107-5,Article
Efficient well placement optimization under uncertainty using a virtual drilling procedure,Computational Geosciences,,,,10.1007/s10596-021-10097-4,Brage S. KristoffersenThiago L. SilvaMathias C. BelloutCarl Fredrik Berg,2021,https://link.springer.com/article/10.1007/s10596-021-10097-4,Article
Objective-sensitive principal component analysis for high-dimensional inverse problems,Computational Geosciences,,,,10.1007/s10596-021-10081-y,Maksim ElizarevAndrei MukhinAleksey Khlyupin,2021,https://link.springer.com/article/10.1007/s10596-021-10081-y,Article
"Multiscale matrix-fracture transfer functions for naturally fractured reservoirs using an analytical, infinite conductivity, discrete fracture model",Computational Geosciences,,,,10.1007/s10596-021-10109-3,R. D. HazlettR. Younis,2021,https://link.springer.com/article/10.1007/s10596-021-10109-3,Article
Improving the computational efficiency of solving multisource 3-D airborne electromagnetic problems in complex geological media,Computational Geosciences,,,,10.1007/s10596-021-10095-6,Marina G. PersovaYuri G. SoloveichikDenis V. VaginDmitry S. KiselevAnastasia P. SivenkovaAlexander M. Grif,2021,https://link.springer.com/article/10.1007/s10596-021-10095-6,Article
"A robust, multi-solution framework for well placement and control optimization",Computational Geosciences,,,,10.1007/s10596-021-10099-2,Mohammad SalehianMorteza Haghighat SefatKhafiz Muradov,2021,https://link.springer.com/article/10.1007/s10596-021-10099-2,Article
A fully-implicit parallel framework for complex reservoir simulation with mimetic finite difference discretization and operator-based linearization,Computational Geosciences,,,,10.1007/s10596-021-10096-5,Longlong LiAhmad Abushaikha,2021,https://link.springer.com/article/10.1007/s10596-021-10096-5,Article
Well placement optimization using shuffled frog leaping algorithm,Computational Geosciences,,,,10.1007/s10596-021-10094-7,Milad SharifipourAli NakhaeeReza YousefzadehMojtaba Gohari,2021,https://link.springer.com/article/10.1007/s10596-021-10094-7,Article
Distributed quasi-Newton derivative-free optimization method for optimization problems with multiple local optima,Computational Geosciences,,,,10.1007/s10596-021-10101-x,Guohua GaoYixuan WangJeroen C. VinkTerence J. WellsFredrik J.F.E. Saaf,2021,https://link.springer.com/article/10.1007/s10596-021-10101-x,Article
Domain decomposition and partitioning methods for mixed finite element discretizations of the Biot system of poroelasticity,Computational Geosciences,,,,10.1007/s10596-021-10091-w,Manu JayadharanEldar KhattatovIvan Yotov,2021,https://link.springer.com/article/10.1007/s10596-021-10091-w,Article
The use of flow diagnostics to rank model ensembles,Computational Geosciences,,,,10.1007/s10596-021-10087-6,Francesca WatsonStein KrogstadKnut-Andreas Lie,2021,https://link.springer.com/article/10.1007/s10596-021-10087-6,Article
Conditioning surface-based geological models to well data using artificial neural networks,Computational Geosciences,,,,10.1007/s10596-021-10088-5,Zainab TitusClaire HeaneyCarl JacquemynPablo SalinasMD JacksonChristopher Pain,2021,https://link.springer.com/article/10.1007/s10596-021-10088-5,Article
A numerical study of the additive Schwarz preconditioned exact Newton method (ASPEN) as a nonlinear preconditioner for immiscible and compositional porous media flow,Computational Geosciences,,,,10.1007/s10596-021-10090-x,Øystein KlemetsdalArthur MoncorgéOlav MøynerKnut-Andreas Lie,2021,https://link.springer.com/article/10.1007/s10596-021-10090-x,Article
Accelerating the multi-parameter least-squares reverse time migration using an appropriate preconditioner,Computational Geosciences,,,,10.1007/s10596-021-10089-4,Milad FarshadHervé Chauris,2021,https://link.springer.com/article/10.1007/s10596-021-10089-4,Article
Structure exploiting methods for fast uncertainty quantification in multiphase flow through heterogeneous media,Computational Geosciences,,,,10.1007/s10596-021-10085-8,Helen CleavesAlen AlexanderianBilal Saad,2021,https://link.springer.com/article/10.1007/s10596-021-10085-8,Article
Correction to: A spatio-temporal process visualization approach for wind features,Computational Geosciences,,,,10.1007/s10596-021-10093-8,Kun ZhengYuyao CiHongyu LiuJinbiao Zhang,2021,https://link.springer.com/article/10.1007/s10596-021-10093-8,Article
Optimization of subsurface CO<sub>2</sub> injection based on neural network surrogate modeling,Computational Geosciences,,,,10.1007/s10596-021-10092-9,Zhuang SunJianping XuD. Nicolas EspinozaMatthew T. Balhoff,2021,https://link.springer.com/article/10.1007/s10596-021-10092-9,Article
Stability of a numerical scheme for methane transport in hydrate zone under equilibrium and non-equilibrium conditions,Computational Geosciences,,,,10.1007/s10596-021-10053-2,Malgorzata PeszynskaChoah Shin,2021,https://link.springer.com/article/10.1007/s10596-021-10053-2,Article
Probability elicitation using geostatistics in hydrocarbon exploration,Computational Geosciences,,,,10.1007/s10596-021-10084-9,André Luís MorosovReidar Brumer Bratvold,2021,https://link.springer.com/article/10.1007/s10596-021-10084-9,Article
High performance computing of 3D reactive multiphase flow in porous media: application to geological storage of CO<sub>2</sub>,Computational Geosciences,,,,10.1007/s10596-021-10082-x,Etienne AhusbordeBrahim AmazianeMohamed Id Moulay,2021,https://link.springer.com/article/10.1007/s10596-021-10082-x,Article
Reconstruction of fluvial reservoirs using multiple-stage concurrent generative adversarial networks,Computational Geosciences,,,,10.1007/s10596-021-10086-7,Ting ZhangXin JiAnqin Zhang,2021,https://link.springer.com/article/10.1007/s10596-021-10086-7,Article
Effective viscoelastic representation of gas-hydrate bearing sediments from finite-element harmonic experiments,Computational Geosciences,,,,10.1007/s10596-021-10077-8,Juan E. SantosPatricia M. GauzellinoJosé M. CarcioneJing Ba,2021,https://link.springer.com/article/10.1007/s10596-021-10077-8,Article
A spatio-temporal process visualization approach for wind features,Computational Geosciences,,,,10.1007/s10596-021-10080-z,Kun ZhengYuyao CiHongyu LiuJinbiao Zhang,2021,https://link.springer.com/article/10.1007/s10596-021-10080-z,Article
Correction to: Leveraging HPC accelerator architectures with modern techniques — hydrologic modeling on GPUs with ParFlow,Computational Geosciences,,,,10.1007/s10596-021-10065-y,Jaro HokkanenStefan KolletJiri KrausAndreas HertenMarkus HrywniakDirk Pleiter,2021,https://link.springer.com/article/10.1007/s10596-021-10065-y,Article
Surrogate-based Bayesian comparison of computationally expensive models: application to microbially induced calcite precipitation,Computational Geosciences,,,,10.1007/s10596-021-10076-9,Stefania ScheurerAline Schäfer Rodrigues SilvaFarid MohammadiJohannes HommelSergey OladyshkinBernd FlemischWolfgang Nowak,2021,https://link.springer.com/article/10.1007/s10596-021-10076-9,Article
A pore space reconstruction method of shale based on autoencoders and generative adversarial networks,Computational Geosciences,,,,10.1007/s10596-021-10083-w,Ting ZhangDeya LiFangfang Lu,2021,https://link.springer.com/article/10.1007/s10596-021-10083-w,Article
Correction to: A novel methodological approach for land subsidence prediction through data assimilation techniques,Computational Geosciences,,,,10.1007/s10596-021-10079-6,Laura GazzolaMassimiliano FerronatoMatteo FrigoCarlo JannaPietro TeatiniClaudia ZoccaratoMassimo AntonelliAnna CorradiMaria Carolina DacomeStefano Mantica,2021,https://link.springer.com/article/10.1007/s10596-021-10079-6,Article
Numerical simulation for a incompressible miscible displacement problem using a reduced-order finite element method based on POD technique,Computational Geosciences,,,,10.1007/s10596-021-10078-7,Junpeng SongHongxing Rui,2021,https://link.springer.com/article/10.1007/s10596-021-10078-7,Article
Online conservative generalized multiscale finite element method for highly heterogeneous flow models,Computational Geosciences,,,,10.1007/s10596-021-10074-x,Yiran WangEric ChungShubin FuMichael Presho,2021,https://link.springer.com/article/10.1007/s10596-021-10074-x,Article
Evaluation of oil Wells performance ranking in high water cut stage,Computational Geosciences,,,,10.1007/s10596-021-10071-0,Qi Guo,2021,https://link.springer.com/article/10.1007/s10596-021-10071-0,Article
Physically-constrained data-driven inversions to infer the bed topography beneath glaciers flows. Application to East Antarctica,Computational Geosciences,,,,10.1007/s10596-021-10070-1,Jérôme MonnierJiamin Zhu,2021,https://link.springer.com/article/10.1007/s10596-021-10070-1,Article
A discontinuous Galerkin method for a diffuse-interface model of immiscible two-phase flows with soluble surfactant,Computational Geosciences,,,,10.1007/s10596-021-10073-y,Deep RayChen LiuBeatrice Riviere,2021,https://link.springer.com/article/10.1007/s10596-021-10073-y,Article
Dimensional reduction of a fractured medium for a polymer EOR model,Computational Geosciences,,,,10.1007/s10596-021-10075-w,Martin DugstadKundan KumarØystein Pettersen,2021,https://link.springer.com/article/10.1007/s10596-021-10075-w,Article
A novel methodological approach for land subsidence prediction through data assimilation techniques,Computational Geosciences,,,,10.1007/s10596-021-10062-1,Laura GazzolaMassimiliano FerronatoMatteo FrigoCarlo JannaPietro TeatiniClaudia ZoccaratoMassimo AntonelliAnna CorradiMaria Carolina DacomeStefano Mantica,2021,https://link.springer.com/article/10.1007/s10596-021-10062-1,Article
